frame	NSSD	NCCOEFF	SemanticChange	GeometricChange	VoL	Context	PoseNovelity
seq09_02/frame-003470 1.0 -0.253 0.154 93.746 7.58 0.337 339.921
seq09_02/frame-003480 1.0 -0.263 0.153 92.745 7.785 0.348 338.273
seq09_02/frame-003490 1.0 -0.256 0.154 94.016 7.907 0.345 336.578
seq09_02/frame-003500 1.0 -0.255 0.155 94.915 7.85 0.352 332.163
seq09_02/frame-003510 1.0 -0.256 0.155 94.851 7.921 0.354 331.764
seq09_02/frame-003520 1.0 -0.255 0.155 94.647 7.846 0.352 332.463
seq09_02/frame-003530 1.0 -0.255 0.155 94.873 7.838 0.354 331.331
seq09_02/frame-003540 1.0 -0.259 0.154 94.098 7.859 0.36 330.92
seq09_02/frame-003550 1.0 -0.272 0.15 92.159 7.974 0.367 331.473
seq09_02/frame-003560 1.0 -0.267 0.151 92.976 7.979 0.369 328.962
seq09_02/frame-003570 1.0 -0.271 0.15 92.462 8.016 0.376 327.639
seq09_02/frame-003580 1.0 -0.26 0.152 94.044 8.111 0.376 323.628
seq09_02/frame-003590 1.0 -0.26 0.152 93.562 8.099 0.376 323.119
seq09_02/frame-003600 1.0 -0.262 0.15 93.498 8.003 0.382 321.89
seq09_02/frame-003610 1.0 -0.253 0.153 94.893 8.11 0.381 319.58
seq09_02/frame-003620 1.0 -0.248 0.154 95.619 8.071 0.384 316.767
seq09_02/frame-003630 1.0 -0.247 0.154 95.925 7.827 0.384 316.553
seq09_02/frame-003640 1.0 -0.247 0.153 96.147 8.057 0.393 312.395
seq09_02/frame-003650 1.0 -0.326 0.156 104.237 8.136 0.599 283.985
seq09_02/frame-003660 1.0 -0.392 0.16 110.312 9.705 1.053 258.818
seq09_02/frame-003670 1.0 -0.214 0.2 135.434 15.349 1.675 197.767
seq09_02/frame-003680 1.0 -0.045 0.227 142.672 37.779 1.832 180.27
seq09_02/frame-003690 1.0 -0.026 0.226 138.896 76.054 1.855 182.741
seq09_02/frame-003700 1.0 -0.032 0.223 135.268 72.3 1.855 186.355
seq09_02/frame-003710 1.0 -0.066 0.218 128.937 44.491 1.816 192.867
seq09_02/frame-003720 1.0 -0.083 0.215 128.793 68.854 1.813 193.649
seq09_02/frame-003730 1.0 -0.084 0.214 126.497 67.384 1.849 196.091
seq09_02/frame-003740 1.0 -0.079 0.216 125.212 60.108 1.82 196.062
seq09_02/frame-003750 1.0 -0.074 0.215 119.534 66.316 1.834 200.744
seq09_02/frame-003760 1.0 -0.095 0.209 116.677 58.367 1.814 206.048
seq09_02/frame-003770 1.0 -0.101 0.208 116.177 66.724 1.808 207.588
seq09_02/frame-003780 1.0 -0.096 0.21 116.843 50.221 1.815 202.276
seq09_02/frame-003790 1.0 -0.251 0.186 112.946 11.233 1.613 206.511
seq09_02/frame-003800 1.0 -0.152 0.199 117.207 20.965 1.641 210.667
seq09_02/frame-003810 1.0 -0.174 0.223 134.83 15.91 1.676 228.163
seq09_02/frame-003820 1.0 -0.424 0.209 114.293 9.828 1.18 292.545
seq09_02/frame-003830 1.0 -0.28 0.212 103.877 9.184 0.994 360.278
seq09_02/frame-003840 1.0 -0.233 0.272 157.075 9.328 1.097 240.399
seq09_02/frame-003850 1.0 -0.141 0.306 180.635 11.832 1.278 222.918
seq09_02/frame-003860 1.0 -0.074 0.412 225.326 12.379 1.208 288.732
seq09_02/frame-003870 1.0 -0.069 0.481 265.291 19.155 1.084 223.135
seq09_02/frame-003880 1.0 -0.036 0.523 282.072 37.908 0.821 181.989
seq09_02/frame-003890 1.0 0.022 0.577 325.314 13.296 1.07 140.91
seq09_02/frame-003900 1.0 0.152 0.616 338.287 9.372 1.157 43.717
seq09_02/frame-003910 1.0 0.162 0.575 320.931 16.811 1.646 127.773
seq09_02/frame-003920 1.0 0.321 0.609 362.844 15.062 2.097 134.682
seq09_02/frame-003930 1.0 0.343 0.565 353.779 16.507 2.218 167.418
seq09_02/frame-003940 1.0 0.356 0.535 343.407 17.384 2.501 193.836
seq09_02/frame-003950 1.0 0.282 0.517 348.81 10.763 2.583 178.232
seq09_02/frame-003960 1.0 0.427 0.479 336.078 14.189 1.384 246.363
seq09_02/frame-003970 1.0 0.425 0.48 334.806 15.083 1.311 243.654
seq09_02/frame-003980 1.0 0.412 0.506 330.659 11.603 1.138 250.263
seq09_02/frame-003990 1.0 0.307 0.562 370.712 9.238 1.028 221.375
seq09_02/frame-004000 1.0 0.084 0.636 502.723 8.605 1.078 244.222
seq09_02/frame-004010 0.741 -0.01 0.73 644.99 9.466 1.456 324.491
seq09_02/frame-004020 0.697 -0.117 0.797 758.62 27.203 1.648 413.567
seq09_02/frame-004030 0.704 -0.327 0.853 820.75 11.354 1.128 417.689
seq09_02/frame-004040 0.726 -0.418 0.835 836.946 9.529 0.921 429.676
seq09_02/frame-004050 0.732 -0.329 0.815 816.497 11.959 1.041 426.979
seq09_02/frame-004060 0.768 -0.315 0.783 781.513 12.967 1.208 441.004
seq09_02/frame-004070 0.874 -0.36 0.695 708.041 9.388 1.18 469.847
seq09_02/frame-004080 0.933 -0.245 0.652 681.247 13.714 1.501 457.708
seq09_02/frame-004090 0.939 -0.227 0.626 660.308 19.18 1.497 462.973
seq09_02/frame-004100 0.959 -0.156 0.598 645.961 23.974 1.997 445.311
seq09_02/frame-004110 0.99 -0.188 0.596 638.966 16.48 2.262 429.255
seq09_02/frame-004120 0.981 -0.185 0.604 634.75 49.785 2.684 419.139
seq09_02/frame-004130 0.988 -0.205 0.617 646.012 33.731 2.317 420.125
seq09_02/frame-004140 1.0 -0.194 0.596 636.096 21.548 2.303 427.975
seq09_02/frame-004150 1.0 -0.173 0.572 621.052 26.16 2.14 441.543
seq09_02/frame-004160 1.0 -0.127 0.54 602.787 12.314 1.756 492.374
seq09_02/frame-004170 1.0 -0.118 0.53 587.137 14.537 1.597 518.041
seq09_02/frame-004180 1.0 -0.191 0.539 583.578 8.347 1.062 545.148
seq09_02/frame-004190 1.0 -0.186 0.492 453.335 7.147 0.797 532.444
seq09_02/frame-004200 1.0 -0.188 0.482 399.941 7.424 0.931 521.68
seq09_02/frame-004210 1.0 -0.199 0.491 450.866 6.912 0.695 533.024
seq09_02/frame-004220 1.0 -0.196 0.503 494.971 7.03 0.703 547.477
seq09_02/frame-004230 1.0 -0.19 0.558 545.764 8.142 0.979 529.917
seq09_02/frame-004240 0.87 -0.121 0.566 677.22 17.574 3.278 365.395
seq09_02/frame-004250 1.0 0.198 0.512 541.062 57.828 4.731 213.564
seq09_02/frame-004260 1.0 -0.159 0.337 413.825 20.477 5.385 230.969
seq09_02/frame-004270 1.0 -0.104 0.19 306.777 48.863 5.775 220.858
seq09_02/frame-004280 1.0 0.002 0.104 221.198 50.036 4.956 272.453
seq09_02/frame-004290 1.0 0.053 0.109 202.268 37.201 4.975 249.269
seq09_02/frame-004300 1.0 0.07 0.058 78.491 9.0 6.026 188.871
seq09_02/frame-004310 1.0 0.001 0.049 63.053 8.551 7.194 198.167
seq09_02/frame-004320 1.0 -0.001 0.047 64.398 8.904 7.375 196.898
seq09_02/frame-004330 1.0 -0.123 0.049 84.17 10.691 13.38 154.261
seq09_02/frame-004340 1.0 0.081 0.046 69.299 11.028 14.295 187.096
seq09_02/frame-004350 1.0 0.119 0.064 78.461 29.06 15.447 163.223
seq09_02/frame-004360 1.0 0.119 0.105 124.747 12.546 17.576 151.94
seq09_02/frame-004370 1.0 0.236 0.163 204.893 24.281 16.798 184.495
seq09_02/frame-004380 1.0 0.356 0.127 155.896 12.152 13.076 193.443
seq09_02/frame-004390 1.0 0.419 0.183 199.348 15.884 14.798 170.137
seq09_02/frame-004400 1.0 0.426 0.277 303.272 14.01 17.967 132.99
seq09_02/frame-004410 1.0 0.485 0.303 294.084 11.788 14.796 118.241
seq09_02/frame-004420 1.0 0.445 0.414 347.962 10.335 8.214 147.439
seq09_02/frame-004430 1.0 0.456 0.407 350.167 9.631 7.183 112.949
seq09_02/frame-004440 1.0 0.454 0.385 345.919 16.292 7.389 96.5216
seq09_02/frame-004450 1.0 0.446 0.397 357.483 34.595 7.106 111.274
seq09_02/frame-004460 1.0 0.443 0.414 356.396 8.406 7.967 152.287
seq09_02/frame-004470 1.0 0.428 0.463 361.61 8.449 4.865 141.907
seq09_02/frame-004480 1.0 0.419 0.425 351.465 9.997 5.562 118.862
seq09_02/frame-004490 1.0 0.269 0.229 233.047 15.189 14.706 248.369
seq09_02/frame-004500 1.0 0.334 0.236 220.113 24.472 19.136 233.688
seq09_02/frame-004510 1.0 0.382 0.22 239.252 19.919 24.814 215.005
seq09_02/frame-004520 1.0 0.405 0.349 189.99 13.685 6.125 456.908
seq09_02/frame-004530 1.0 0.395 0.353 211.755 17.361 8.513 394.166
seq09_02/frame-004540 1.0 0.389 0.36 204.038 10.481 6.265 409.946
seq09_02/frame-004550 1.0 0.391 0.357 205.61 12.733 7.982 401.516
seq09_02/frame-004560 1.0 0.402 0.347 210.658 22.961 8.75 389.011
seq09_02/frame-004570 1.0 0.236 0.254 229.978 12.049 19.036 269.113
seq09_02/frame-004580 1.0 0.333 0.209 253.021 14.753 27.554 176.607
seq09_02/frame-004590 1.0 0.311 0.199 249.754 32.615 22.968 183.725
seq09_02/frame-004600 1.0 0.411 0.231 263.481 15.115 21.761 201.342
seq09_02/frame-004610 1.0 0.461 0.3 297.889 24.942 12.35 128.938
seq09_02/frame-004620 1.0 0.512 0.385 287.669 10.498 6.182 128.447
seq09_02/frame-004630 1.0 0.598 0.368 235.517 7.836 6.731 87.9985
seq09_02/frame-004640 1.0 0.532 0.283 159.782 9.503 4.774 141.219
seq09_02/frame-004650 1.0 0.463 0.308 155.969 10.36 3.129 107.229
seq09_02/frame-004660 1.0 0.301 0.32 185.775 8.624 2.442 165.971
seq09_02/frame-004670 1.0 0.175 0.396 207.1 13.74 1.882 148.444
seq09_02/frame-004680 1.0 0.123 0.353 204.35 7.623 1.401 191.389
seq09_02/frame-004690 1.0 0.505 0.143 125.588 8.806 1.115 404.501
seq09_02/frame-004700 1.0 0.254 0.153 114.063 16.575 0.927 457.643
seq09_02/frame-004710 1.0 0.367 0.126 104.93 9.336 0.789 411.664
seq09_02/frame-004720 1.0 0.659 0.072 60.319 9.466 0.6 295.924
seq09_02/frame-004730 1.0 0.584 0.067 51.072 7.034 0.557 271.635
seq09_02/frame-004740 1.0 0.593 0.056 47.35 6.985 0.485 278.751
seq09_02/frame-004750 1.0 0.647 0.065 47.04 7.128 0.516 320.206
seq09_02/frame-004760 1.0 0.612 0.076 50.926 6.497 0.475 327.527
seq09_02/frame-004770 1.0 0.555 0.069 48.304 7.491 0.466 327.914
seq09_02/frame-004780 1.0 0.491 0.073 50.456 7.783 0.478 332.592
seq09_02/frame-004790 1.0 0.649 0.07 48.766 6.395 0.432 329.612
seq09_02/frame-004800 1.0 0.819 0.075 48.072 6.127 0.365 355.786
seq09_02/frame-004810 1.0 0.827 0.09 46.763 6.022 0.278 376.315
seq09_02/frame-004820 1.0 0.853 0.063 29.63 6.777 0.19 366.103
seq09_02/frame-004830 1.0 0.73 0.032 31.214 6.961 0.214 398.576
seq09_02/frame-004840 1.0 0.813 0.027 48.231 6.756 0.449 451.644
seq09_02/frame-004850 1.0 0.308 0.053 100.659 7.674 2.878 509.226
seq09_02/frame-004860 1.0 0.066 0.109 276.127 12.114 7.277 247.988
seq09_02/frame-004870 1.0 0.224 0.119 286.24 14.746 8.029 217.644
seq09_02/frame-004880 1.0 0.394 0.202 368.994 20.98 11.109 201.563
seq09_02/frame-004890 1.0 0.319 0.202 381.458 22.151 11.967 192.623
seq09_02/frame-004900 1.0 0.194 0.195 376.014 50.659 12.316 192.116
seq09_02/frame-004910 1.0 0.184 0.201 333.795 56.004 11.826 203.045
seq09_02/frame-004920 1.0 0.189 0.203 314.456 26.84 10.905 216.125
seq09_02/frame-004930 1.0 0.429 0.168 133.201 8.191 5.347 408.004
seq09_02/frame-004940 1.0 0.632 0.157 98.717 7.847 4.124 475.554
seq09_02/frame-004950 1.0 0.616 0.182 102.974 18.46 4.315 463.945
seq09_02/frame-004960 1.0 0.671 0.216 85.289 5.667 1.95 356.092
seq09_02/frame-004970 1.0 0.481 0.321 92.052 5.735 1.764 263.157
seq09_02/frame-004980 1.0 0.489 0.345 95.986 7.87 1.154 287.156
seq09_02/frame-004990 1.0 0.447 0.339 93.106 7.042 1.095 252.959
seq09_02/frame-005000 1.0 0.463 0.345 96.981 5.46 1.259 293.232
seq09_02/frame-005010 1.0 0.39 0.402 136.407 5.269 1.018 189.885
seq09_02/frame-005020 1.0 0.416 0.354 129.194 4.857 0.954 288.733
seq09_02/frame-005030 1.0 0.432 0.313 134.002 4.131 0.75 378.992
seq09_02/frame-005040 1.0 0.402 0.342 124.645 5.158 0.635 440.591
seq09_02/frame-005050 1.0 0.359 0.335 131.846 5.479 0.577 441.738
seq09_02/frame-005060 1.0 0.35 0.326 134.66 5.047 0.568 453.279
seq09_02/frame-005070 1.0 0.372 0.312 147.691 5.196 0.577 425.652
seq09_02/frame-005080 1.0 0.424 0.331 140.414 4.622 0.623 456.576
seq09_02/frame-005090 1.0 0.468 0.331 123.761 4.786 0.647 510.665
seq09_02/frame-005100 1.0 0.489 0.31 110.381 5.687 0.687 500.356
seq09_02/frame-005110 1.0 0.496 0.308 105.769 6.256 0.761 457.772
seq09_02/frame-005120 1.0 0.464 0.314 108.273 8.044 0.727 423.906
seq09_02/frame-005130 1.0 0.449 0.323 108.146 8.773 0.829 375.852
seq09_02/frame-005140 1.0 0.486 0.338 141.586 8.177 2.14 341.963
seq09_02/frame-005150 1.0 0.468 0.35 154.044 12.61 2.393 347.213
seq09_02/frame-005160 1.0 0.435 0.352 163.102 14.772 2.556 356.039
seq09_02/frame-005170 1.0 0.43 0.35 164.128 18.634 2.516 352.489
seq09_02/frame-005180 1.0 0.425 0.351 164.084 19.05 2.556 348.799
seq09_02/frame-005190 1.0 0.419 0.352 165.49 22.71 2.63 345.81
seq09_02/frame-005200 1.0 0.411 0.356 167.516 23.31 2.732 344.147
seq09_02/frame-005210 1.0 0.407 0.358 168.631 23.725 2.775 344.333
seq09_02/frame-005220 1.0 0.402 0.361 170.663 25.291 2.777 343.732
seq09_02/frame-005230 1.0 0.401 0.364 171.804 19.384 2.823 344.812
seq09_02/frame-005240 1.0 0.409 0.363 172.801 24.276 2.896 350.211
seq09_02/frame-005250 1.0 0.454 0.358 163.96 11.742 2.595 374.858
seq09_02/frame-005260 1.0 0.488 0.353 155.159 9.76 2.062 379.697
seq09_02/frame-005270 1.0 0.507 0.336 145.61 10.191 1.883 383.85
seq09_02/frame-005280 1.0 0.514 0.326 140.52 10.361 1.738 384.857
seq09_02/frame-005290 1.0 0.506 0.322 139.201 10.563 1.732 378.688
seq09_02/frame-005300 1.0 0.503 0.318 138.86 9.824 1.67 370.497
seq09_02/frame-005310 1.0 0.497 0.317 138.786 10.899 1.693 363.182
seq09_02/frame-005320 1.0 0.496 0.317 138.46 10.76 1.695 362.989
seq09_02/frame-005330 1.0 0.499 0.317 138.632 10.735 1.704 361.045
seq09_02/frame-005340 1.0 0.499 0.317 138.669 10.85 1.757 361.828
seq09_02/frame-005350 1.0 0.526 0.33 117.406 6.754 1.199 458.677
seq09_02/frame-005360 1.0 0.402 0.503 148.29 5.303 0.293 369.106
seq09_02/frame-005370 1.0 0.586 0.391 208.823 4.615 0.29 359.238
seq09_02/frame-005380 1.0 0.497 0.467 143.697 5.883 0.318 359.1
seq09_02/frame-005390 1.0 0.455 0.482 116.551 6.447 0.26 537.913
seq09_02/frame-005400 1.0 0.221 0.398 230.189 3.025 0.233 398.617
seq09_02/frame-005410 1.0 0.093 0.277 234.854 4.309 0.267 343.097
seq09_02/frame-005420 1.0 -0.148 0.39 253.952 7.089 0.503 309.946
seq09_02/frame-005430 1.0 -0.086 0.525 258.859 10.026 0.563 276.217
seq09_02/frame-005440 1.0 -0.059 0.639 296.653 7.137 0.58 301.488
seq09_02/frame-005450 0.966 0.0 0.669 309.92 9.781 0.539 297.662
seq09_02/frame-005460 0.907 -0.002 0.656 313.082 11.911 0.539 264.331
seq09_02/frame-005470 0.915 -0.032 0.637 308.78 12.638 0.567 229.908
seq09_02/frame-005480 0.941 -0.034 0.643 311.004 7.724 0.567 242.842
seq09_02/frame-005490 0.963 0.065 0.555 305.912 7.338 0.495 172.603
seq09_02/frame-005500 1.0 0.037 0.477 266.269 6.574 0.502 216.801
seq09_02/frame-005510 1.0 0.076 0.477 275.415 6.845 0.49 155.439
seq09_02/frame-005520 0.808 0.18 0.455 277.786 6.355 0.484 147.957
seq09_02/frame-005530 0.733 0.268 0.435 257.726 8.005 0.495 157.338
seq09_02/frame-005540 0.809 0.18 0.463 259.948 11.557 0.503 153.566
seq09_02/frame-005550 0.842 0.162 0.467 255.336 11.705 0.516 143.507
seq09_02/frame-005560 0.825 0.238 0.436 247.873 10.748 0.535 106.508
seq09_02/frame-005570 0.959 0.134 0.451 238.714 8.394 0.569 126.34
seq09_02/frame-005580 1.0 0.037 0.458 233.073 8.661 0.576 155.891
seq09_02/frame-005590 1.0 0.034 0.447 228.821 10.239 0.579 154.701
seq09_02/frame-005600 1.0 0.051 0.436 225.841 11.042 0.598 152.88
seq09_02/frame-005610 1.0 0.072 0.397 210.939 9.476 0.659 141.79
seq09_02/frame-005620 1.0 0.005 0.391 201.983 10.432 0.698 91.3738
seq09_02/frame-005630 1.0 0.044 0.371 193.522 7.499 0.748 95.8196
seq09_02/frame-005640 1.0 0.027 0.363 187.168 9.02 0.757 93.5447
seq09_02/frame-005650 1.0 0.011 0.367 186.865 9.085 0.773 76.8074
seq09_02/frame-005660 1.0 -0.002 0.373 187.929 8.897 0.772 68.9144
seq09_02/frame-005670 1.0 0.002 0.376 188.579 9.504 0.775 69.5596
seq09_02/frame-005680 1.0 0.009 0.375 188.116 10.485 0.781 72.7306
seq09_02/frame-005690 1.0 0.005 0.375 187.82 9.047 0.78 73.6292
seq09_02/frame-005700 1.0 0.003 0.378 188.679 8.717 0.778 72.8069
seq09_02/frame-005710 1.0 0.013 0.377 188.378 10.071 0.796 73.5978
seq09_02/frame-005720 1.0 0.1 0.394 200.61 6.774 0.854 125.692
seq09_02/frame-005730 1.0 0.097 0.367 194.961 9.09 0.91 138.059
seq09_02/frame-005740 1.0 0.099 0.373 197.56 8.675 0.981 154.949
seq09_02/frame-005750 1.0 0.144 0.374 200.744 7.638 1.182 183.068
seq09_02/frame-005760 1.0 0.137 0.386 211.087 16.519 1.347 196.705
seq09_02/frame-005770 1.0 0.1 0.421 227.804 11.07 1.374 180.149
seq09_02/frame-005780 1.0 0.094 0.425 231.034 18.402 1.391 181.229
seq09_02/frame-005790 1.0 0.094 0.423 230.623 20.547 1.386 179.782
seq09_02/frame-005800 1.0 0.11 0.412 224.363 19.784 1.398 184.571
seq09_02/frame-005810 1.0 0.117 0.408 222.107 15.509 1.396 188.788
seq09_02/frame-005820 1.0 0.144 0.39 214.711 12.188 1.376 201.497
seq09_02/frame-005830 1.0 -0.076 0.279 186.38 13.283 1.784 235.29
seq09_02/frame-005840 1.0 0.116 0.209 151.048 38.881 1.814 258.385
seq09_02/frame-005850 1.0 0.048 0.265 176.837 79.416 1.182 377.886
seq09_02/frame-005860 1.0 0.225 0.297 162.32 82.363 0.559 374.718
seq09_02/frame-005870 1.0 0.354 0.296 166.225 39.224 0.546 379.396
seq09_02/frame-005880 1.0 0.341 0.295 168.226 101.419 0.515 378.794
seq09_02/frame-005890 1.0 0.284 0.3 156.251 20.441 0.548 376.39
seq09_02/frame-005900 1.0 0.499 0.376 141.974 9.513 0.435 319.617
seq09_02/frame-005910 1.0 0.567 0.352 149.995 5.08 0.273 286.664
seq09_02/frame-005920 1.0 0.509 0.337 148.011 4.669 0.262 288.694
seq09_02/frame-005930 1.0 0.563 0.348 145.383 5.442 0.27 294.685
seq09_02/frame-005940 1.0 0.616 0.337 126.471 5.976 0.271 296.49
seq09_02/frame-005950 1.0 0.615 0.32 113.549 6.102 0.246 296.284
seq09_02/frame-005960 1.0 0.468 0.293 107.714 5.934 0.236 324.085
seq09_02/frame-005970 1.0 0.457 0.318 115.3 6.976 0.231 318.969
seq09_02/frame-005980 1.0 0.469 0.303 108.979 8.086 0.224 324.788
seq09_02/frame-005990 1.0 0.261 0.227 99.066 4.358 0.206 298.606
seq09_02/frame-006000 1.0 0.604 0.383 162.711 5.322 0.26 262.201
seq09_02/frame-006010 1.0 0.644 0.375 144.688 6.459 0.265 305.885
seq09_02/frame-006020 1.0 0.633 0.353 128.782 6.938 0.247 300.246
seq09_02/frame-006030 1.0 0.575 0.413 157.318 5.988 0.267 292.943
seq09_02/frame-006040 1.0 0.171 0.443 184.776 5.867 0.343 261.022
seq09_02/frame-006050 1.0 -0.006 0.383 187.943 13.61 1.259 249.303
seq09_02/frame-006060 1.0 -0.012 0.266 122.093 7.457 1.046 409.8
seq09_02/frame-006070 1.0 -0.001 0.286 180.648 17.157 1.829 301.609
seq09_02/frame-006080 0.997 0.168 0.28 188.512 9.536 1.366 351.3
seq09_02/frame-006090 1.0 0.499 0.165 135.056 7.794 1.186 352.205
seq09_02/frame-006100 1.0 0.53 0.155 121.39 9.725 1.246 372.904
seq09_02/frame-006110 1.0 0.571 0.148 109.497 8.522 1.254 302.97
seq09_02/frame-006120 1.0 0.578 0.103 76.196 16.465 1.196 184.886
seq09_02/frame-006130 1.0 0.626 0.091 71.985 8.781 1.186 240.141
seq09_02/frame-006140 1.0 0.559 0.082 67.856 16.095 1.162 263.852
seq09_02/frame-006150 1.0 0.591 0.096 74.25 7.955 1.186 205.587
seq09_02/frame-006160 1.0 0.567 0.122 88.321 16.039 1.215 153.679
seq09_02/frame-006170 1.0 0.413 0.137 97.958 13.765 1.158 144.347
seq09_02/frame-006180 1.0 0.352 0.148 100.262 19.536 1.13 122.884
seq09_02/frame-006190 1.0 0.371 0.141 98.403 13.856 1.112 122.631
seq09_02/frame-006200 1.0 0.618 0.104 80.65 12.336 0.928 204.736
seq09_02/frame-006210 1.0 0.659 0.075 80.532 12.33 0.623 369.412
seq09_02/frame-006220 1.0 0.716 0.044 75.861 11.822 0.404 373.199
seq09_02/frame-006230 1.0 0.644 0.03 68.355 12.894 0.134 388.748
seq09_02/frame-006240 1.0 0.536 0.031 69.087 11.747 0.122 377.311
seq09_02/frame-006250 1.0 0.481 0.011 74.516 8.925 0.138 386.014
seq09_02/frame-006260 1.0 0.557 0.038 91.761 9.513 0.161 312.804
seq09_02/frame-006270 1.0 0.576 0.032 100.711 9.6 0.137 285.278
seq09_02/frame-006280 1.0 0.499 0.046 96.447 8.692 0.137 274.511
seq09_02/frame-006290 1.0 0.438 0.052 95.55 7.906 0.139 282.616
seq09_02/frame-006300 1.0 0.539 0.039 95.162 6.508 0.155 323.242
seq09_02/frame-006310 1.0 0.617 0.24 157.905 6.584 0.51 439.044
seq09_02/frame-006320 1.0 0.712 0.14 63.057 7.094 1.169 467.258
seq09_02/frame-006330 1.0 0.794 0.128 94.482 6.464 2.751 327.044
seq09_02/frame-006340 1.0 0.413 0.207 162.468 14.246 7.146 266.603
seq09_02/frame-006350 1.0 0.353 0.337 255.395 26.023 13.282 190.525
seq09_02/frame-006360 1.0 0.319 0.328 251.343 23.235 18.065 197.524
seq09_02/frame-006370 1.0 0.382 0.314 256.132 10.106 17.991 186.655
seq09_02/frame-006380 1.0 0.482 0.279 199.768 5.446 11.973 173.715
seq09_02/frame-006390 1.0 0.558 0.355 252.7 4.158 3.795 355.682
seq09_02/frame-006400 1.0 0.527 0.314 211.37 4.334 2.132 420.854
seq09_02/frame-006410 1.0 0.502 0.271 184.456 4.22 1.939 392.475
seq09_02/frame-006420 1.0 0.44 0.299 203.281 5.313 2.052 348.367
seq09_02/frame-006430 1.0 0.41 0.3 224.287 4.761 6.379 275.077
seq09_02/frame-006440 1.0 0.697 0.107 84.999 4.537 9.717 230.794
seq09_02/frame-006450 1.0 0.739 0.112 89.081 3.977 6.75 153.608
seq09_02/frame-006460 1.0 0.745 0.114 92.776 4.032 5.815 136.943
seq09_02/frame-006470 1.0 0.725 0.111 100.887 3.969 4.915 158.942
seq09_02/frame-006480 1.0 0.763 0.192 119.278 6.215 3.693 19.9847
seq09_02/frame-006490 1.0 0.718 0.231 143.83 5.084 2.469 93.7997
seq09_02/frame-006500 1.0 0.651 0.281 184.252 4.497 1.859 146.428
seq09_02/frame-006510 1.0 0.568 0.32 233.139 5.582 1.54 133.04
seq09_02/frame-006520 1.0 0.48 0.38 283.935 4.337 1.376 118.077
seq09_02/frame-006530 1.0 0.447 0.268 167.494 4.824 1.178 110.0
seq09_02/frame-006540 1.0 0.707 0.222 126.74 6.565 1.334 112.901
seq09_02/frame-006550 1.0 0.843 0.131 70.255 5.899 1.401 164.767
seq09_02/frame-006560 1.0 0.89 0.073 47.188 5.895 1.419 197.789
seq09_02/frame-006570 1.0 0.895 0.068 36.588 4.763 1.385 169.488
seq09_02/frame-006580 1.0 0.884 0.071 39.03 3.353 1.257 142.168
seq09_02/frame-006590 1.0 0.812 0.074 49.052 2.569 1.049 146.326
seq09_02/frame-006600 1.0 0.816 0.068 51.061 2.899 1.051 118.101
seq09_02/frame-006610 1.0 0.834 0.077 52.42 4.142 1.08 133.448
seq09_02/frame-006620 1.0 0.819 0.095 61.152 3.365 1.048 140.363
seq09_02/frame-006630 1.0 0.827 0.084 56.565 3.579 1.031 141.053
seq09_02/frame-006640 1.0 0.829 0.084 54.459 3.099 1.033 143.98
seq09_02/frame-006650 1.0 0.772 0.093 56.813 3.702 0.949 217.665
seq09_02/frame-006660 1.0 0.8 0.097 63.861 3.621 0.769 302.39
seq09_02/frame-006670 1.0 0.772 0.414 172.541 3.905 0.284 363.642
seq09_02/frame-006680 1.0 0.754 0.454 171.426 3.324 0.245 410.399
seq09_02/frame-006690 1.0 0.787 0.366 154.728 3.872 0.308 356.015
seq09_02/frame-006700 1.0 0.852 0.208 87.087 3.602 0.386 334.56
seq09_02/frame-006710 1.0 0.797 0.218 85.144 3.397 0.421 276.32
seq09_02/frame-006720 1.0 0.73 0.306 116.224 2.843 0.51 233.399
seq09_02/frame-006730 1.0 0.86 0.144 69.613 3.283 0.599 247.401
seq09_02/frame-006740 1.0 0.854 0.054 38.622 3.776 0.884 195.086
seq09_02/frame-006750 1.0 0.759 0.079 41.786 5.294 0.994 277.62
seq09_02/frame-006760 1.0 0.716 0.08 40.039 4.793 1.227 194.671
seq09_02/frame-006770 1.0 0.771 0.067 44.381 4.756 1.552 200.091
seq09_02/frame-006780 1.0 0.635 0.13 51.792 5.459 1.478 49.9746
seq09_02/frame-006790 1.0 0.54 0.134 51.25 6.224 1.299 73.4929
seq09_02/frame-006800 1.0 0.643 0.142 53.932 5.887 1.295 35.2609
seq09_02/frame-006810 1.0 0.713 0.11 50.352 5.791 1.035 142.169
seq09_02/frame-006820 1.0 0.741 0.081 50.345 5.37 0.715 198.636
seq09_02/frame-006830 1.0 0.712 0.111 41.212 4.498 0.464 342.048
seq09_02/frame-006840 1.0 0.635 0.104 39.622 4.795 0.389 314.46
seq09_02/frame-006850 1.0 0.481 0.113 40.948 5.033 0.406 289.141
seq09_02/frame-006860 1.0 0.728 0.107 40.148 4.595 0.372 181.752
seq09_02/frame-006870 1.0 0.661 0.073 33.012 4.689 0.179 149.59
seq09_02/frame-006880 1.0 0.678 0.033 29.804 4.494 0.111 134.828
seq09_02/frame-006890 1.0 0.607 0.031 27.142 4.742 0.146 150.484
seq09_02/frame-006900 1.0 0.55 0.063 37.648 2.006 0.106 220.956
seq09_02/frame-006910 1.0 0.498 0.053 37.907 1.941 0.11 177.73
seq09_02/frame-006920 1.0 0.521 0.052 32.357 2.45 0.201 160.5
