frame	NSSD	NCCOEFF	SemanticChange	GeometricChange	VoL	Context	PoseNovelity
seq01_02/frame-000347	0.139	0.708	0.12	92.199	18.415	1.06	418.468
seq01_02/frame-000348	0.142	0.704	0.113	86.936	18.223	1.034	430.293
seq01_02/frame-000349	0.145	0.703	0.104	79.314	18.058	0.99	449.163
seq01_02/frame-000350	0.147	0.701	0.102	77.752	24.898	0.971	458.755
seq01_02/frame-000351	0.152	0.693	0.107	80.754	33.097	0.947	458.328
seq01_02/frame-000352	0.155	0.69	0.111	83.68	29.442	0.964	453.28
seq01_02/frame-000353	0.158	0.686	0.118	88.502	22.22	0.981	446.789
seq01_02/frame-000354	0.162	0.678	0.133	101.602	21.052	1.019	431.509
seq01_02/frame-000355	0.163	0.677	0.146	112.165	21.051	1.056	417.989
seq01_02/frame-000356	0.164	0.679	0.155	119.219	26.203	1.072	407.884
seq01_02/frame-000357	0.166	0.679	0.162	124.957	37.4	1.086	399.476
seq01_02/frame-000358	0.169	0.677	0.17	130.311	26.071	1.104	393.338
seq01_02/frame-000359	0.17	0.682	0.178	135.593	21.138	1.125	384.692
seq01_02/frame-000360	0.173	0.69	0.189	145.369	18.087	1.166	371.25
seq01_02/frame-000361	0.177	0.696	0.203	157.438	16.906	1.21	358.924
seq01_02/frame-000362	0.181	0.705	0.215	167.642	15.446	1.25	347.923
seq01_02/frame-000363	0.184	0.717	0.227	176.225	15.601	1.296	337.316
seq01_02/frame-000364	0.185	0.732	0.231	179.066	15.937	1.326	331.46
seq01_02/frame-000365	0.182	0.751	0.227	175.469	14.94	1.354	326.999
seq01_02/frame-000366	0.174	0.765	0.218	166.225	15.98	1.348	325.397
seq01_02/frame-000367	0.162	0.782	0.206	152.988	16.0	1.331	324.682
seq01_02/frame-000368	0.153	0.793	0.191	137.815	19.466	1.29	324.263
seq01_02/frame-000369	0.147	0.796	0.181	127.607	20.376	1.252	324.499
seq01_02/frame-000370	0.143	0.797	0.172	118.919	21.165	1.214	325.289
seq01_02/frame-000371	0.138	0.8	0.162	109.445	24.0	1.167	325.261
seq01_02/frame-000372	0.136	0.801	0.157	103.17	16.637	1.144	325.293
seq01_02/frame-000373	0.135	0.799	0.151	95.299	13.568	1.144	327.086
seq01_02/frame-000374	0.133	0.793	0.144	85.689	13.215	1.145	332.331
seq01_02/frame-000375	0.131	0.789	0.142	80.748	12.218	1.144	339.011
seq01_02/frame-000376	0.13	0.783	0.141	75.075	12.485	1.162	354.039
seq01_02/frame-000377	0.131	0.775	0.138	71.021	12.418	1.193	366.192
seq01_02/frame-000378	0.131	0.769	0.135	67.295	14.167	1.208	365.731
seq01_02/frame-000379	0.134	0.757	0.132	63.35	15.569	1.23	368.357
seq01_02/frame-000380	0.136	0.742	0.13	61.715	15.597	1.256	368.894
seq01_02/frame-000381	0.137	0.729	0.127	59.587	15.612	1.268	372.081
seq01_02/frame-000382	0.141	0.715	0.116	54.962	17.932	1.303	375.893
seq01_02/frame-000383	0.153	0.69	0.112	54.385	46.923	1.287	384.25
seq01_02/frame-000384	0.156	0.683	0.109	53.71	61.052	1.288	387.274
seq01_02/frame-000385	0.152	0.687	0.109	53.512	63.442	1.278	390.293
seq01_02/frame-000386	0.136	0.713	0.115	53.781	51.227	1.273	393.138
seq01_02/frame-000387	0.132	0.718	0.118	54.156	28.781	1.239	394.485
seq01_02/frame-000388	0.128	0.726	0.123	55.028	24.283	1.19	398.946
seq01_02/frame-000389	0.125	0.736	0.132	57.784	20.056	1.156	407.409
seq01_02/frame-000390	0.126	0.743	0.136	59.802	14.036	1.162	407.897
seq01_02/frame-000391	0.129	0.748	0.137	60.672	17.891	1.193	402.12
seq01_02/frame-000392	0.134	0.75	0.135	61.328	19.128	1.284	388.157
seq01_02/frame-000393	0.136	0.752	0.133	61.736	31.941	1.329	381.11
seq01_02/frame-000394	0.136	0.757	0.134	62.542	38.412	1.366	379.637
seq01_02/frame-000395	0.133	0.767	0.135	64.163	27.627	1.364	382.343
seq01_02/frame-000396	0.13	0.777	0.136	66.079	25.21	1.349	367.165
seq01_02/frame-000397	0.127	0.79	0.141	71.449	21.145	1.302	344.917
seq01_02/frame-000398	0.124	0.799	0.148	79.774	16.175	1.277	330.861
seq01_02/frame-000399	0.121	0.808	0.158	90.078	19.398	1.251	319.528
seq01_02/frame-000400	0.118	0.812	0.173	102.097	18.81	1.213	310.365
seq01_02/frame-000401	0.119	0.808	0.181	110.762	21.538	1.186	306.251
seq01_02/frame-000402	0.121	0.801	0.185	117.378	29.029	1.173	304.508
seq01_02/frame-000403	0.125	0.792	0.187	120.095	27.412	1.143	305.968
seq01_02/frame-000404	0.13	0.786	0.188	120.239	31.271	1.116	308.854
seq01_02/frame-000405	0.133	0.783	0.186	118.601	31.511	1.103	312.794
seq01_02/frame-000406	0.134	0.783	0.181	114.678	46.495	1.093	316.603
seq01_02/frame-000407	0.134	0.781	0.18	114.04	73.922	1.098	317.488
seq01_02/frame-000408	0.137	0.775	0.181	115.223	51.838	1.106	318.662
seq01_02/frame-000409	0.139	0.77	0.178	113.452	39.094	1.107	321.31
seq01_02/frame-000410	0.139	0.768	0.175	111.749	56.096	1.109	322.783
seq01_02/frame-000411	0.139	0.765	0.174	111.965	64.504	1.11	322.296
seq01_02/frame-000412	0.139	0.763	0.174	112.081	39.503	1.118	322.304
seq01_02/frame-000413	0.139	0.762	0.169	109.162	33.03	1.115	324.527
seq01_02/frame-000414	0.137	0.763	0.159	102.819	37.625	1.1	330.619
seq01_02/frame-000415	0.134	0.768	0.157	100.189	42.405	1.104	332.952
seq01_02/frame-000416	0.131	0.773	0.154	97.565	18.743	1.104	335.008
seq01_02/frame-000417	0.127	0.781	0.147	89.397	10.922	1.103	346.136
seq01_02/frame-000418	0.121	0.788	0.136	79.975	9.085	1.094	362.409
seq01_02/frame-000419	0.112	0.791	0.122	71.199	8.476	1.091	384.042
seq01_02/frame-000420	0.106	0.795	0.116	67.875	7.878	1.097	394.845
seq01_02/frame-000421	0.099	0.804	0.108	63.579	7.911	1.108	408.478
seq01_02/frame-000422	0.09	0.819	0.096	56.533	8.497	1.121	427.405
seq01_02/frame-000423	0.088	0.824	0.09	53.743	9.488	1.136	435.292
seq01_02/frame-000424	0.085	0.827	0.085	51.371	8.668	1.15	442.587
seq01_02/frame-000425	0.08	0.834	0.075	46.872	8.968	1.127	455.611
seq01_02/frame-000426	0.076	0.841	0.068	43.048	8.356	1.11	465.615
seq01_02/frame-000427	0.072	0.85	0.059	37.951	8.54	1.133	479.796
seq01_02/frame-000428	0.069	0.856	0.049	32.582	11.876	1.286	498.045
seq01_02/frame-000429	0.067	0.864	0.045	30.59	15.57	1.126	486.688
seq01_02/frame-000430	0.065	0.875	0.04	29.462	17.06	1.195	466.565
seq01_02/frame-000431	0.063	0.884	0.035	29.95	16.864	1.266	452.571
seq01_02/frame-000432	0.063	0.885	0.032	29.936	19.146	1.312	437.844
seq01_02/frame-000433	0.063	0.883	0.03	29.541	17.602	1.36	422.719
seq01_02/frame-000434	0.063	0.877	0.028	29.508	10.932	1.395	419.972
seq01_02/frame-000435	0.064	0.869	0.027	29.849	10.043	1.415	421.357
seq01_02/frame-000436	0.063	0.868	0.028	31.677	10.744	1.432	424.244
seq01_02/frame-000437	0.062	0.875	0.028	32.287	11.922	1.434	424.542
seq01_02/frame-000438	0.061	0.878	0.028	32.022	11.887	1.436	423.619
seq01_02/frame-000439	0.061	0.88	0.026	31.071	31.445	1.431	419.083
seq01_02/frame-000440	0.062	0.882	0.025	30.501	24.627	1.444	407.146
seq01_02/frame-000441	0.061	0.884	0.025	29.721	23.546	1.445	390.432
seq01_02/frame-000442	0.061	0.886	0.024	29.119	26.999	1.444	381.493
seq01_02/frame-000443	0.061	0.89	0.023	28.538	13.736	1.446	371.149
seq01_02/frame-000444	0.06	0.894	0.022	27.756	20.282	1.442	357.878
seq01_02/frame-000445	0.06	0.895	0.022	27.573	27.408	1.446	353.102
seq01_02/frame-000446	0.06	0.895	0.022	27.543	29.559	1.469	348.278
seq01_02/frame-000447	0.061	0.895	0.022	27.483	22.955	1.479	343.109
seq01_02/frame-000448	0.061	0.896	0.022	27.369	13.72	1.497	341.538
seq01_02/frame-000449	0.061	0.895	0.021	27.492	24.887	1.529	347.045
seq01_02/frame-000450	0.062	0.896	0.021	27.875	13.012	1.592	360.114
seq01_02/frame-000451	0.063	0.894	0.022	28.514	8.875	1.657	375.048
seq01_02/frame-000452	0.066	0.885	0.023	29.328	8.916	1.726	400.319
seq01_02/frame-000453	0.066	0.888	0.025	30.105	9.264	1.8	410.131
seq01_02/frame-000454	0.066	0.894	0.027	30.936	10.873	1.849	399.538
seq01_02/frame-000455	0.066	0.896	0.028	31.672	19.958	1.888	390.516
seq01_02/frame-000456	0.067	0.895	0.028	32.19	23.726	1.96	388.966
seq01_02/frame-000457	0.067	0.894	0.027	32.157	21.423	1.964	390.627
seq01_02/frame-000458	0.067	0.892	0.027	32.039	27.107	1.976	395.149
seq01_02/frame-000459	0.068	0.89	0.027	32.272	31.57	1.995	399.312
seq01_02/frame-000460	0.068	0.887	0.028	32.54	25.495	2.023	399.941
seq01_02/frame-000461	0.069	0.88	0.033	33.721	25.211	2.204	391.175
seq01_02/frame-000462	0.07	0.872	0.037	34.233	31.638	2.238	386.156
seq01_02/frame-000463	0.071	0.87	0.041	34.729	33.692	2.386	381.505
seq01_02/frame-000464	0.072	0.868	0.044	35.573	35.348	2.421	379.126
seq01_02/frame-000465	0.072	0.869	0.046	36.303	25.198	2.465	378.048
seq01_02/frame-000466	0.072	0.873	0.047	36.845	26.312	2.532	361.479
seq01_02/frame-000467	0.073	0.873	0.047	36.803	11.805	2.565	351.168
seq01_02/frame-000468	0.073	0.871	0.047	36.412	12.655	2.589	342.781
seq01_02/frame-000469	0.076	0.863	0.046	35.145	16.451	2.617	333.442
seq01_02/frame-000470	0.077	0.857	0.044	34.106	27.797	2.637	327.343
seq01_02/frame-000471	0.078	0.853	0.042	33.433	26.054	2.653	322.721
seq01_02/frame-000472	0.079	0.85	0.041	32.665	23.57	2.659	318.45
seq01_02/frame-000473	0.082	0.843	0.039	32.243	13.317	2.638	313.575
seq01_02/frame-000474	0.088	0.829	0.036	31.923	14.845	2.675	306.697
seq01_02/frame-000475	0.092	0.817	0.035	32.15	16.751	2.67	303.852
seq01_02/frame-000476	0.097	0.804	0.036	32.722	23.416	2.656	302.399
seq01_02/frame-000477	0.102	0.799	0.037	33.858	27.975	2.681	305.383
seq01_02/frame-000478	0.1	0.813	0.037	34.708	19.663	2.656	312.701
seq01_02/frame-000479	0.095	0.833	0.039	34.694	23.055	2.634	321.987
seq01_02/frame-000480	0.094	0.843	0.04	35.042	28.973	2.579	332.197
seq01_02/frame-000481	0.094	0.843	0.04	35.281	26.735	2.523	338.737
seq01_02/frame-000482	0.094	0.843	0.041	35.388	29.925	2.481	345.894
seq01_02/frame-000483	0.095	0.84	0.041	35.287	21.504	2.39	353.32
seq01_02/frame-000484	0.097	0.832	0.041	35.085	13.891	2.349	357.179
seq01_02/frame-000485	0.098	0.824	0.04	34.424	17.115	2.307	361.151
seq01_02/frame-000486	0.1	0.815	0.039	33.916	18.986	2.24	366.828
seq01_02/frame-000487	0.099	0.812	0.039	33.38	29.497	2.169	359.155
seq01_02/frame-000488	0.094	0.813	0.038	32.47	33.275	2.089	324.461
seq01_02/frame-000489	0.09	0.807	0.039	31.028	31.458	2.042	299.939
seq01_02/frame-000490	0.091	0.761	0.039	30.122	20.565	1.995	276.768
seq01_02/frame-000491	0.095	0.699	0.038	30.347	23.26	1.96	247.873
seq01_02/frame-000492	0.097	0.656	0.038	30.2	31.597	1.941	229.62
seq01_02/frame-000493	0.1	0.615	0.039	29.644	21.476	1.924	211.914
seq01_02/frame-000494	0.102	0.578	0.039	29.023	14.094	1.904	189.996
seq01_02/frame-000495	0.096	0.582	0.046	28.744	7.876	1.897	172.886
seq01_02/frame-000496	0.089	0.6	0.04	22.166	7.761	1.8	158.727
seq01_02/frame-000497	0.084	0.626	0.039	20.428	7.586	1.518	148.981
seq01_02/frame-000498	0.083	0.64	0.04	20.306	9.813	1.514	147.712
seq01_02/frame-000499	0.084	0.644	0.045	20.401	7.9	1.536	153.75
seq01_02/frame-000500	0.086	0.639	0.045	20.248	8.952	1.46	161.38
seq01_02/frame-000501	0.088	0.638	0.045	20.294	16.804	1.495	170.484
seq01_02/frame-000502	0.089	0.641	0.046	20.575	16.821	1.548	184.155
seq01_02/frame-000503	0.09	0.641	0.047	20.857	15.138	1.579	189.399
seq01_02/frame-000504	0.089	0.641	0.05	21.354	28.209	1.611	180.494
seq01_02/frame-000505	0.086	0.64	0.054	22.184	15.115	1.678	180.324
seq01_02/frame-000506	0.084	0.641	0.056	22.818	14.25	1.706	183.624
seq01_02/frame-000507	0.084	0.637	0.057	23.487	35.626	1.74	184.39
seq01_02/frame-000508	0.084	0.632	0.06	24.511	18.183	1.761	181.815
seq01_02/frame-000509	0.083	0.628	0.063	25.509	12.853	1.77	178.296
seq01_02/frame-000510	0.082	0.623	0.063	26.109	10.101	1.75	173.448
seq01_02/frame-000511	0.081	0.619	0.061	26.687	12.232	1.768	169.923
seq01_02/frame-000512	0.078	0.619	0.06	27.467	28.827	1.754	172.148
seq01_02/frame-000513	0.077	0.616	0.061	28.115	29.557	1.44	182.372
seq01_02/frame-000514	0.078	0.617	0.07	29.353	13.348	1.436	190.837
seq01_02/frame-000515	0.081	0.609	0.079	30.822	15.274	1.436	196.742
seq01_02/frame-000516	0.086	0.593	0.089	33.222	30.701	1.445	205.945
seq01_02/frame-000517	0.091	0.579	0.095	35.363	21.688	1.454	215.779
seq01_02/frame-000518	0.096	0.564	0.102	37.777	22.788	1.463	226.922
seq01_02/frame-000519	0.103	0.541	0.113	41.268	18.122	1.471	238.338
seq01_02/frame-000520	0.11	0.519	0.122	43.972	13.957	1.475	232.294
seq01_02/frame-000521	0.121	0.485	0.132	46.921	10.311	1.475	221.169
seq01_02/frame-000522	0.129	0.457	0.14	48.912	10.98	1.473	212.132
seq01_02/frame-000523	0.136	0.435	0.146	50.215	11.075	1.465	204.72
seq01_02/frame-000524	0.143	0.419	0.15	51.1	13.969	1.455	193.481
seq01_02/frame-000525	0.148	0.405	0.153	51.769	11.687	1.574	183.405
seq01_02/frame-000526	0.157	0.383	0.157	52.619	14.136	1.617	174.793
seq01_02/frame-000527	0.169	0.351	0.161	52.907	14.435	1.65	161.31
seq01_02/frame-000528	0.176	0.33	0.165	53.401	21.395	1.659	151.242
seq01_02/frame-000529	0.182	0.315	0.168	54.027	31.842	1.659	145.398
seq01_02/frame-000530	0.184	0.31	0.17	54.58	60.152	1.664	137.351
seq01_02/frame-000531	0.183	0.309	0.17	55.025	17.31	1.671	127.168
seq01_02/frame-000532	0.186	0.303	0.17	56.794	26.034	1.698	114.471
seq01_02/frame-000533	0.19	0.291	0.171	58.999	21.433	1.718	107.837
seq01_02/frame-000534	0.196	0.281	0.17	60.579	12.762	1.737	100.905
seq01_02/frame-000535	0.203	0.29	0.165	61.778	10.999	1.748	87.3159
seq01_02/frame-000536	0.209	0.298	0.159	62.238	12.099	1.753	76.9063
seq01_02/frame-000537	0.213	0.317	0.155	62.724	13.458	1.757	68.4125
seq01_02/frame-000538	0.22	0.337	0.141	61.885	37.452	1.736	50.3669
seq01_02/frame-000539	0.221	0.335	0.135	60.323	17.124	1.727	44.4549
seq01_02/frame-000540	0.219	0.327	0.127	57.154	45.393	1.709	42.4365
seq01_02/frame-000541	0.212	0.325	0.122	53.751	46.574	1.703	46.1096
seq01_02/frame-000542	0.192	0.348	0.116	48.129	36.529	1.685	62.7187
seq01_02/frame-000543	0.178	0.365	0.111	43.886	30.759	1.675	86.5679
seq01_02/frame-000544	0.167	0.376	0.108	40.735	17.067	1.659	113.557
seq01_02/frame-000545	0.155	0.395	0.11	40.514	9.177	1.647	145.364
seq01_02/frame-000546	0.149	0.408	0.118	42.83	9.742	1.648	163.118
seq01_02/frame-000547	0.146	0.413	0.125	45.119	11.678	1.637	173.628
seq01_02/frame-000548	0.15	0.403	0.135	48.582	10.601	1.636	189.36
seq01_02/frame-000549	0.155	0.392	0.144	51.56	9.388	1.626	207.629
seq01_02/frame-000550	0.161	0.381	0.153	54.281	10.744	1.618	202.961
seq01_02/frame-000551	0.168	0.366	0.163	57.096	12.475	1.57	195.093
seq01_02/frame-000552	0.176	0.343	0.17	58.912	11.067	1.496	188.611
seq01_02/frame-000553	0.19	0.297	0.176	60.341	9.677	1.549	179.123
seq01_02/frame-000554	0.195	0.277	0.176	60.483	10.315	1.645	160.259
seq01_02/frame-000555	0.197	0.268	0.173	60.024	11.355	1.735	142.61
seq01_02/frame-000556	0.188	0.295	0.167	61.665	9.901	1.664	120.712
seq01_02/frame-000557	0.185	0.305	0.166	61.654	13.262	1.645	118.713
seq01_02/frame-000558	0.185	0.307	0.165	61.488	19.187	1.632	115.932
seq01_02/frame-000559	0.185	0.309	0.164	61.143	22.172	1.632	114.575
seq01_02/frame-000560	0.185	0.313	0.163	60.442	23.801	1.625	114.9
seq01_02/frame-000561	0.185	0.317	0.162	59.755	23.436	1.613	115.129
seq01_02/frame-000562	0.184	0.324	0.162	59.194	20.416	1.596	118.448
seq01_02/frame-000563	0.182	0.335	0.163	59.304	28.626	1.558	126.304
seq01_02/frame-000564	0.181	0.342	0.164	59.438	33.745	1.535	132.883
seq01_02/frame-000565	0.18	0.349	0.165	59.497	31.642	1.522	138.472
seq01_02/frame-000566	0.179	0.355	0.166	59.597	54.568	1.479	143.466
seq01_02/frame-000567	0.182	0.349	0.167	59.994	18.688	1.496	139.467
seq01_02/frame-000568	0.183	0.348	0.168	60.242	43.185	1.485	138.825
seq01_02/frame-000569	0.184	0.35	0.17	60.495	42.499	1.454	143.59
seq01_02/frame-000570	0.184	0.353	0.173	60.952	26.724	1.376	151.763
seq01_02/frame-000571	0.186	0.352	0.177	61.453	17.098	1.305	149.402
seq01_02/frame-000572	0.187	0.35	0.179	61.766	15.219	1.265	141.907
seq01_02/frame-000573	0.19	0.344	0.182	62.02	13.861	1.196	130.222
seq01_02/frame-000574	0.193	0.339	0.184	61.998	17.44	1.176	123.695
seq01_02/frame-000575	0.195	0.332	0.185	61.678	12.913	1.158	116.377
seq01_02/frame-000576	0.198	0.323	0.187	60.432	11.151	1.128	102.301
seq01_02/frame-000577	0.2	0.318	0.189	59.452	19.406	1.109	96.2238
seq01_02/frame-000578	0.2	0.318	0.19	58.507	48.104	1.094	91.2979
seq01_02/frame-000579	0.199	0.319	0.194	56.975	25.185	1.073	83.7693
seq01_02/frame-000580	0.199	0.319	0.196	56.63	59.268	1.063	83.6893
seq01_02/frame-000581	0.199	0.321	0.197	56.541	73.811	1.062	86.3961
seq01_02/frame-000582	0.199	0.324	0.197	56.232	66.953	1.063	90.1845
seq01_02/frame-000583	0.197	0.331	0.196	55.945	52.512	1.064	98.0206
seq01_02/frame-000584	0.193	0.345	0.193	55.568	52.71	1.066	111.993
seq01_02/frame-000585	0.19	0.355	0.192	55.326	72.807	1.065	120.44
seq01_02/frame-000586	0.187	0.363	0.19	55.162	69.017	1.065	127.825
seq01_02/frame-000587	0.187	0.365	0.189	55.276	67.62	1.069	135.58
seq01_02/frame-000588	0.189	0.363	0.188	55.507	106.782	1.073	140.03
seq01_02/frame-000589	0.191	0.358	0.188	55.757	157.818	1.077	142.698
seq01_02/frame-000590	0.193	0.355	0.188	56.046	123.364	1.085	147.276
seq01_02/frame-000591	0.196	0.349	0.188	56.437	106.929	1.095	150.649
seq01_02/frame-000592	0.199	0.34	0.189	56.928	94.546	1.109	154.111
seq01_02/frame-000593	0.202	0.332	0.188	57.56	33.193	1.137	165.809
seq01_02/frame-000594	0.206	0.321	0.188	58.672	20.482	1.262	178.728
seq01_02/frame-000595	0.213	0.3	0.187	60.498	51.823	1.427	190.642
seq01_02/frame-000596	0.214	0.295	0.186	60.489	77.726	1.448	189.065
seq01_02/frame-000597	0.214	0.295	0.185	60.042	106.989	1.458	185.535
seq01_02/frame-000598	0.214	0.293	0.184	60.065	111.402	1.485	185.583
seq01_02/frame-000599	0.213	0.292	0.183	59.99	104.593	1.505	184.627
seq01_02/frame-000600	0.215	0.285	0.182	60.212	29.791	1.528	191.607
seq01_02/frame-000601	0.22	0.267	0.181	61.003	18.537	1.58	210.237
seq01_02/frame-000602	0.223	0.251	0.182	61.621	13.83	1.615	219.152
seq01_02/frame-000603	0.227	0.235	0.184	62.289	11.341	1.694	217.207
seq01_02/frame-000604	0.231	0.213	0.185	63.003	10.075	1.925	218.44
seq01_02/frame-000605	0.234	0.199	0.184	63.341	10.18	1.976	223.98
seq01_02/frame-000606	0.236	0.188	0.182	63.403	11.662	2.02	230.624
seq01_02/frame-000607	0.236	0.182	0.179	63.114	22.311	2.071	241.277
seq01_02/frame-000608	0.235	0.18	0.177	62.793	22.751	2.1	249.857
seq01_02/frame-000609	0.228	0.193	0.173	62.115	12.338	2.113	265.539
seq01_02/frame-000610	0.217	0.227	0.172	61.007	7.508	2.066	284.097
seq01_02/frame-000611	0.204	0.269	0.167	59.289	7.78	1.997	303.919
seq01_02/frame-000612	0.188	0.315	0.161	56.962	7.816	1.964	321.608
seq01_02/frame-000613	0.177	0.348	0.155	54.962	7.916	1.895	337.052
seq01_02/frame-000614	0.169	0.377	0.15	52.749	9.715	1.76	348.009
seq01_02/frame-000615	0.159	0.41	0.141	49.45	12.654	1.694	327.031
seq01_02/frame-000616	0.154	0.43	0.132	46.732	12.771	1.672	312.688
seq01_02/frame-000617	0.15	0.442	0.122	44.324	11.664	1.646	299.848
seq01_02/frame-000618	0.147	0.454	0.107	40.875	9.984	1.604	281.111
seq01_02/frame-000619	0.145	0.462	0.095	38.08	15.426	1.569	268.392
seq01_02/frame-000620	0.14	0.473	0.081	34.552	21.717	1.552	255.842
seq01_02/frame-000621	0.139	0.477	0.074	32.795	27.593	1.532	250.006
seq01_02/frame-000622	0.137	0.48	0.069	31.425	25.619	1.517	244.745
seq01_02/frame-000623	0.136	0.485	0.064	29.991	31.476	1.512	239.167
seq01_02/frame-000624	0.135	0.486	0.062	29.695	35.928	1.508	237.036
seq01_02/frame-000625	0.135	0.488	0.062	29.649	28.307	1.507	235.327
seq01_02/frame-000626	0.135	0.492	0.062	29.46	23.075	1.482	230.453
seq01_02/frame-000627	0.136	0.495	0.062	29.223	20.128	1.472	224.871
seq01_02/frame-000628	0.137	0.492	0.064	29.69	25.851	1.473	224.256
seq01_02/frame-000629	0.14	0.488	0.073	31.913	13.329	1.485	227.806
seq01_02/frame-000630	0.144	0.484	0.085	34.51	10.935	1.496	230.816
seq01_02/frame-000631	0.147	0.483	0.106	38.762	16.85	1.508	242.253
seq01_02/frame-000632	0.149	0.479	0.123	41.688	10.455	1.508	253.174
seq01_02/frame-000633	0.168	0.415	0.147	50.636	20.227	1.514	284.279
seq01_02/frame-000634	0.177	0.386	0.154	54.288	21.764	1.526	296.388
seq01_02/frame-000635	0.183	0.37	0.16	57.186	18.542	1.529	290.356
seq01_02/frame-000636	0.187	0.364	0.165	59.394	22.204	1.51	281.963
seq01_02/frame-000637	0.187	0.368	0.166	60.37	27.148	1.507	277.244
seq01_02/frame-000638	0.187	0.373	0.168	61.383	14.222	1.493	266.726
seq01_02/frame-000639	0.188	0.381	0.169	62.199	20.743	1.502	243.532
seq01_02/frame-000640	0.187	0.396	0.169	62.591	39.038	1.439	228.535
seq01_02/frame-000641	0.186	0.403	0.169	63.93	14.38	1.33	203.346
seq01_02/frame-000642	0.189	0.388	0.171	66.007	10.911	1.282	185.691
seq01_02/frame-000643	0.19	0.372	0.174	68.657	10.699	1.273	169.735
seq01_02/frame-000644	0.191	0.355	0.178	71.782	16.578	1.265	155.673
seq01_02/frame-000645	0.192	0.344	0.181	73.679	28.396	1.266	153.036
seq01_02/frame-000646	0.191	0.337	0.184	75.425	32.894	1.263	150.876
seq01_02/frame-000647	0.187	0.341	0.186	76.725	29.701	1.204	149.695
seq01_02/frame-000648	0.182	0.351	0.188	77.339	26.923	1.151	148.406
seq01_02/frame-000649	0.178	0.358	0.19	78.137	27.36	1.09	147.321
seq01_02/frame-000650	0.177	0.357	0.193	79.16	30.987	1.067	147.583
seq01_02/frame-000651	0.175	0.357	0.193	79.727	53.2	1.049	146.25
seq01_02/frame-000652	0.172	0.364	0.192	80.138	53.987	1.028	141.349
seq01_02/frame-000653	0.169	0.369	0.192	80.694	44.397	1.011	139.037
seq01_02/frame-000654	0.167	0.375	0.194	81.916	43.558	0.986	138.756
seq01_02/frame-000655	0.163	0.388	0.195	83.377	69.922	0.964	139.214
seq01_02/frame-000656	0.161	0.399	0.196	84.642	48.482	0.948	140.057
seq01_02/frame-000657	0.161	0.411	0.201	86.282	73.324	0.933	146.453
seq01_02/frame-000658	0.16	0.434	0.209	89.128	93.241	0.915	159.001
seq01_02/frame-000659	0.158	0.455	0.214	91.122	69.392	0.906	164.996
seq01_02/frame-000660	0.156	0.472	0.218	92.751	67.502	0.899	169.695
seq01_02/frame-000661	0.153	0.486	0.22	95.055	44.217	0.883	181.842
seq01_02/frame-000662	0.153	0.47	0.22	97.603	38.798	0.868	193.377
seq01_02/frame-000663	0.153	0.442	0.216	100.72	55.322	0.844	213.181
seq01_02/frame-000664	0.152	0.424	0.21	101.88	34.321	0.82	230.822
seq01_02/frame-000665	0.153	0.387	0.201	101.172	18.972	0.789	251.877
seq01_02/frame-000666	0.154	0.349	0.188	99.522	14.203	0.737	226.464
seq01_02/frame-000667	0.156	0.326	0.184	98.617	17.292	0.704	195.792
seq01_02/frame-000668	0.16	0.3	0.179	98.664	35.315	0.692	180.979
seq01_02/frame-000669	0.169	0.251	0.177	99.768	15.254	0.837	163.144
seq01_02/frame-000670	0.178	0.228	0.17	99.44	13.556	0.815	149.705
seq01_02/frame-000671	0.183	0.236	0.162	99.297	22.847	0.792	147.469
seq01_02/frame-000672	0.185	0.26	0.154	99.073	86.181	0.782	156.549
seq01_02/frame-000673	0.181	0.297	0.148	98.913	67.785	0.779	169.13
seq01_02/frame-000674	0.172	0.331	0.14	97.943	83.385	0.648	152.397
seq01_02/frame-000675	0.17	0.309	0.135	96.627	27.541	0.661	122.267
seq01_02/frame-000676	0.17	0.279	0.131	94.48	34.477	0.666	90.9286
seq01_02/frame-000677	0.17	0.252	0.129	92.118	59.338	0.684	62.5906
seq01_02/frame-000678	0.17	0.242	0.127	90.674	80.658	0.693	49.0749
seq01_02/frame-000679	0.168	0.248	0.126	89.298	105.715	0.69	39.4252
seq01_02/frame-000680	0.164	0.26	0.125	86.98	79.202	0.688	28.6226
seq01_02/frame-000681	0.161	0.265	0.123	85.149	90.262	0.686	23.9441
seq01_02/frame-000682	0.158	0.268	0.122	82.89	80.853	0.688	22.8305
seq01_02/frame-000683	0.151	0.272	0.116	78.802	55.316	0.683	29.9778
seq01_02/frame-000684	0.147	0.274	0.115	75.828	64.073	0.676	41.9366
seq01_02/frame-000685	0.14	0.294	0.113	70.902	72.788	0.665	59.1233
seq01_02/frame-000686	0.135	0.314	0.114	66.274	99.069	0.658	75.6341
seq01_02/frame-000687	0.132	0.322	0.114	63.918	108.082	0.653	83.5808
seq01_02/frame-000688	0.13	0.33	0.113	61.229	52.548	0.647	88.561
seq01_02/frame-000689	0.128	0.338	0.111	58.823	43.84	0.645	90.4456
seq01_02/frame-000690	0.127	0.346	0.109	56.76	80.83	0.641	91.0731
seq01_02/frame-000691	0.125	0.354	0.108	54.633	176.467	0.636	92.4148
seq01_02/frame-000692	0.126	0.361	0.109	54.27	115.904	0.628	98.2632
seq01_02/frame-000693	0.126	0.369	0.109	54.231	108.0	0.618	106.383
seq01_02/frame-000694	0.125	0.376	0.108	53.317	147.847	0.61	114.346
